"GeneID","logFC","logCPM","F","PValue","FDR","Expression"
"AT3G22415",2.08621968407039,2.82207318615869,1.78427973504672,0.18162643736784,1,"Not Significant"
"AT3G08610",-0.562839517773843,8.74954135078459,1.78408689021151,0.181650040355922,1,"Not Significant"
"AT5G65480",-0.631165440863923,6.98342311874391,1.78404776534273,0.181654829425766,1,"Not Significant"
"AT3G03570",1.6854000676056,3.36246782201789,1.78260337225033,0.181831732377936,1,"Not Significant"
"AT4G26620",1.49553032215657,3.67936095241193,1.78254165227289,0.181839296014392,1,"Not Significant"
"AT5G67340",1.50308664691496,3.69096387094779,1.78185859014424,0.181923027988975,1,"Not Significant"
"AT4G32760",-0.89433350500575,4.93683980209079,1.78123468641679,0.181999547157592,1,"Not Significant"
"AT3G27280",1.21212337369684,4.31047827928351,1.78073622227132,0.182060708478483,1,"Not Significant"
"AT5G64400",-0.546855590649253,9.34158294627886,1.78065799685887,0.182070308861544,1,"Not Significant"
"AT3G47820",2.06173572005354,2.84698195657972,1.78052738981715,0.182086339200302,1,"Not Significant"
"AT4G39300",0.999809650961396,4.88753619401689,1.77962119863736,0.182197607575661,1,"Not Significant"
"AT3G07050",0.879101125059561,5.33360649207457,1.77929169096073,0.182238086316076,1,"Not Significant"
"AT1G75580",-1.32088379710933,3.45479093839787,1.77846983949525,0.182339092988325,1,"Not Significant"
"AT4G38630",0.57768099717924,8.26611756545948,1.77842007454064,0.182345211251749,1,"Not Significant"
"AT5G41940",1.04456277650572,4.71245080334201,1.77802477016428,0.182393819691326,1,"Not Significant"
"AT5G46530",-1.38404443301413,3.06244689483787,1.77726496100426,0.182487291477549,1,"Not Significant"
"AT5G63450",-1.295973150381,3.4421912080826,1.77709024958838,0.182508792338075,1,"Not Significant"
"AT1G29750",1.17453101795303,4.49452438865044,1.77692558799074,0.182534275284905,1,"Not Significant"
"AT4G12780",1.07659789640357,4.63062125976873,1.77602734920975,0.182639661442402,1,"Not Significant"
"AT2G20490",0.645410294339591,6.92181882372342,1.7757201807781,0.18267750166079,1,"Not Significant"
"AT5G28290",2.07434482216886,2.8272525721402,1.77367027979969,0.182930262659653,1,"Not Significant"
"AT2G42160",2.06096885460693,2.84912111658021,1.77210740163283,0.183123244155557,1,"Not Significant"
"AT5G10430",2.06894081252618,2.82314994857665,1.77198624968248,0.183138213642548,1,"Not Significant"
"AT3G15570",1.29514919382962,4.12661595437896,1.7719692520593,0.183140313975606,1,"Not Significant"
"AT5G62470",1.15565417183947,4.36392412701604,1.77195886278699,0.183141597753084,1,"Not Significant"
"AT3G62390",2.10457439293512,2.77463757875308,1.77139925610293,0.183210762427115,1,"Not Significant"
"AT4G39860",1.68881894452904,3.36415158547795,1.77073742811708,0.183292600247034,1,"Not Significant"
"AT3G06110",1.52327461960351,3.64123734360199,1.77057589859263,0.183312580487386,1,"Not Significant"
"AT5G12080",1.27071647273893,4.17068429737778,1.76961583140282,0.183431387204296,1,"Not Significant"
"AT2G43550",0.63255655652349,7.14213081461764,1.76918469225445,0.183486465862808,1,"Not Significant"
"AT2G15310",2.05405491523854,2.85444575044465,1.76814188495627,0.183613959428068,1,"Not Significant"
"AT5G16270",1.03084726671161,4.76699006503679,1.76715506170999,0.183736311301492,1,"Not Significant"
"AT1G20970",1.02669135228904,4.75578970319782,1.76706310272127,0.183747717707439,1,"Not Significant"
"AT4G35290",-1.62902258497653,1.90367586380568,1.76698896806759,0.183756913817042,1,"Not Significant"
"AT5G10900",-1.62902258497653,1.90367586380568,1.76698896806759,0.183756913817042,1,"Not Significant"
"AT1G69930",1.34005774326252,3.98627561726176,1.76652197836391,0.183814854310144,1,"Not Significant"
"AT5G02280",1.1706508414008,4.36554017493161,1.76635028062455,0.183836162573401,1,"Not Significant"
"AT1G47500",0.852926577661167,5.47456435190752,1.76628254954416,0.18384456901484,1,"Not Significant"
"AT1G05850",-0.562307719299297,8.63043775471362,1.76588301668696,0.183894166099413,1,"Not Significant"
"AT5G48250",-1.04044496745763,4.54573877787486,1.7620830879975,0.184366657128317,1,"Not Significant"
"AT3G57600",2.12140298423889,2.71348335638396,1.76139044161428,0.184452933915451,1,"Not Significant"
"AT1G74560",0.681378901098394,6.49336046225092,1.76134685793306,0.184458364312797,1,"Not Significant"
"AT2G24180",0.656414338468414,6.75386156200412,1.76111739588954,0.184486957662362,1,"Not Significant"
"AT5G14000",2.07187232026865,2.81692037119741,1.76076305156633,0.184531122743794,1,"Not Significant"
"AT4G39120",1.53256871932717,3.63357981182607,1.7600007018221,0.184626182769375,1,"Not Significant"
"AT2G21230",1.38068177354254,3.92690129852751,1.759832950852,0.184647107846004,1,"Not Significant"
"AT1G27752",1.01717600447845,4.84699689643226,1.75931848362214,0.184711299105794,1,"Not Significant"
"AT2G29950",2.03304557042308,2.89450948542161,1.75890652219072,0.184762719156093,1,"Not Significant"
"AT4G33520",-0.735367240412567,5.91323734181313,1.75803181339976,0.184871953339098,1,"Not Significant"
"AT5G44600",2.08984879160181,2.78111194374564,1.75793508747786,0.184884037135523,1,"Not Significant"
"AT5G61440",-1.52874649312267,2.60450491043167,1.75779212626281,0.18490189870349,1,"Not Significant"
"AT1G16420",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT1G17400",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT1G31485",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT1G34844",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT1G44608",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT1G62620",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT1G62680",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT1G71528",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT2G13370",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT2G15440",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT2G15630",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT2G17680",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT2G29940",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT3G05270",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT3G11150",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT3G14470",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT3G24750",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT3G26050",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT3G42310",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT3G51180",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT3G57720",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT3G58300",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT3G59530",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT4G02900",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT4G05010",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT4G17000",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT4G20362",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT4G24430",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT4G28170",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT5G18065",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT5G23170",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT5G45095",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT5G47250",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT5G49320",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT5G49615",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT5G66520",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"ATCG00020",4.12753041032004,1.28606976086027,3.34388418056075,0.184927325878691,1,"Not Significant"
"AT1G14687",4.39576031846335,1.43042800327489,2.9188494029049,0.184927326289374,1,"Not Significant"
"AT1G49030",4.39576031846335,1.43042800327489,2.9188494029049,0.184927326289374,1,"Not Significant"
"AT3G44940",4.39576031846335,1.43042800327489,2.9188494029049,0.184927326289374,1,"Not Significant"
"AT3G55060",4.39576031846335,1.43042800327489,2.9188494029049,0.184927326289374,1,"Not Significant"
"AT3G61250",4.39576031846335,1.43042800327489,2.9188494029049,0.184927326289374,1,"Not Significant"
"AT4G38050",4.39576031846335,1.43042800327489,2.9188494029049,0.184927326289374,1,"Not Significant"
"AT5G05330",4.39576031846335,1.43042800327489,2.9188494029049,0.184927326289374,1,"Not Significant"
"AT5G06590",4.39576031846335,1.43042800327489,2.9188494029049,0.184927326289374,1,"Not Significant"
"AT5G41270",4.39576031846335,1.43042800327489,2.9188494029049,0.184927326289374,1,"Not Significant"
"AT3G52100",4.40333712680247,1.43428981895802,2.90715910200697,0.184927326429037,1,"Not Significant"
"AT3G56640",4.40333712680247,1.43428981895802,2.90715910200697,0.184927326429037,1,"Not Significant"
"AT4G23000",4.40333712680247,1.43428981895802,2.90715910200697,0.184927326429037,1,"Not Significant"
"AT5G54040",4.40333712680247,1.43428981895802,2.90715910200697,0.184927326429037,1,"Not Significant"
"AT4G22520",4.40765657766415,1.43647622243472,2.90056612112437,0.184927326553302,1,"Not Significant"
"AT4G37400",4.40765657766415,1.43647622243472,2.90056612112437,0.184927326553302,1,"Not Significant"
"AT1G15175",4.72417822911363,1.57928703403134,2.59358665230299,0.184927326700057,1,"Not Significant"
"AT3G24480",4.72417822911363,1.57928703403134,2.59358665230299,0.184927326700057,1,"Not Significant"
"AT5G58580",4.72417822911363,1.57928703403134,2.59358665230299,0.184927326700057,1,"Not Significant"
"AT4G20350",4.73603064710958,1.58358493657286,2.58572495638311,0.18492732683972,1,"Not Significant"
"AT4G30180",4.73603064710958,1.58358493657286,2.58572495638311,0.18492732683972,1,"Not Significant"
"AT4G37240",4.73603064710958,1.58358493657286,2.58572495638311,0.18492732683972,1,"Not Significant"
"AT4G18610",4.74288966123287,1.58602707772382,2.58135453921859,0.184927326963986,1,"Not Significant"
"AT1G30550",5.11556526647614,1.73133088329682,2.85906021027823,0.184927327110742,1,"Not Significant"
"AT2G23672",5.11556526647614,1.73133088329682,2.85906021027823,0.184927327110742,1,"Not Significant"
"AT1G05440",4.76226253642743,1.59282419974073,2.58788900826929,0.184927327227914,1,"Not Significant"
"AT5G66280",5.14977342878835,1.74084740674453,2.88558365334097,0.184927327390067,1,"Not Significant"
"AT5G56050",5.60303368112459,1.90586351814378,3.30438670356068,0.184927328080076,1,"Not Significant"
"AT5G54095",5.63010921219821,1.91192175022073,3.33445251332239,0.184927328328607,1,"Not Significant"
"AT4G03115",2.08727792663464,2.77349440897005,1.75663827602465,0.185046134056888,1,"Not Significant"
"AT3G06050",0.702081243344276,6.32622740605575,1.75645913747024,0.185068538720625,1,"Not Significant"
"AT1G02080",1.00335197938393,4.85756982213344,1.7558807846237,0.185140894181801,1,"Not Significant"
"AT3G25580",1.19616508432263,4.29583265537136,1.75425069142054,0.185345005582899,1,"Not Significant"
"AT2G33570",-1.40385814164849,3.06486729402108,1.75401637948666,0.185374366322529,1,"Not Significant"
"AT5G12880",1.6679103450113,3.34997663411302,1.75230333596294,0.185589185484716,1,"Not Significant"
"AT1G52740",-0.575686696090424,8.11286698282391,1.75224887006314,0.185596020360977,1,"Not Significant"
"AT1G08540",0.853760120755498,5.49948803499281,1.75180596385963,0.185655803778467,1,"Not Significant"
"AT1G22660",1.68653086530362,3.32481205306152,1.75155641860269,0.185682940957119,1,"Not Significant"
"AT4G30010",-0.585466028888485,7.84336262028294,1.7514592046538,0.185695147610712,1,"Not Significant"
"AT5G62070",1.65079256028187,3.38192044026447,1.75092993755018,0.185761621302293,1,"Not Significant"
"AT5G07960",0.851715222803863,5.4725768011844,1.75088024442407,0.18576786396641,1,"Not Significant"
"AT3G28430",2.03266223466802,2.8799607567487,1.75055459594472,0.185808779360115,1,"Not Significant"
"AT3G53110",0.788118373952831,5.75223527166805,1.75051564305613,0.185813674211895,1,"Not Significant"
"AT5G15470",1.52125835664526,3.66291245589306,1.75022234390069,0.185850535233919,1,"Not Significant"
"AT5G63000",1.68296393986421,3.31929242647677,1.74947882261284,0.185944016991118,1,"Not Significant"
"AT1G56550",-1.37518933522169,3.03762966973407,1.74887813909893,0.18601957987679,1,"Not Significant"
"AT1G06700",-0.814605504110303,5.36158059289236,1.74836945164653,0.186083598033428,1,"Not Significant"
"AT1G56612",2.11507322045291,2.7183012602076,1.74828774304073,0.186093883421883,1,"Not Significant"
"AT3G09830",1.36798938115467,3.9014977181746,1.74795186441283,0.186136170389522,1,"Not Significant"
"AT1G24706",1.13426321692053,4.49619669137953,1.74784317403851,0.186149856849687,1,"Not Significant"
"AT5G02410",2.02627896037764,2.86414874206982,1.74717684482593,0.186233787619465,1,"Not Significant"
"AT3G15990",1.6347695725635,3.42136762002575,1.74585667826079,0.186400205596207,1,"Not Significant"
"AT1G25560",-0.838747888128949,5.18419189409944,1.7451426390646,0.18649028819324,1,"Not Significant"
"AT1G60590",1.67180497580573,3.35445735388442,1.74507951575324,0.186498254212229,1,"Not Significant"
"AT5G06270",-1.44579615179496,2.80929441134516,1.74492380236281,0.186517906580801,1,"Not Significant"
"AT5G11800",-1.39166167474511,3.09930099232916,1.74415251605712,0.186615285040528,1,"Not Significant"
"AT4G12700",1.65203581044522,3.39625745539999,1.74354591953338,0.186691912171752,1,"Not Significant"
"AT4G11160",1.08791540044028,4.61872153285715,1.7432657494279,0.186727316465549,1,"Not Significant"
"AT1G14530",-1.60013835475787,2.28565047481341,1.74307593035857,0.186751307793153,1,"Not Significant"
"AT5G18310",0.766999883380363,5.8600685585635,1.74298707153224,0.186762539936277,1,"Not Significant"
"AT1G11440",1.51010312496436,3.63877067199709,1.7428839777595,0.18677557242288,1,"Not Significant"
"AT4G16563",1.28197138913359,4.1067682001442,1.74277028746096,0.186789945683573,1,"Not Significant"
"AT3G25530",0.565986416595352,8.45141179166572,1.74282285053521,0.186797252810831,1,"Not Significant"
"AT5G16510",-0.778713462048039,5.61303374286598,1.74254183135696,0.186818832063987,1,"Not Significant"
"AT1G14350",-1.56040253657942,2.58383723811521,1.7421640213268,0.186866614407357,1,"Not Significant"
"AT3G49470",0.71471288065832,6.21646587995497,1.74200142000743,0.186887183274694,1,"Not Significant"
"AT4G35560",2.02684698448339,2.85738805919987,1.74147575720895,0.186953696986579,1,"Not Significant"
"AT5G40450",-0.854721910063005,5.06659590145758,1.74137954047806,0.186965874561885,1,"Not Significant"
"AT3G05630",2.01238947969236,2.87925121549693,1.74069148492656,0.18705298451712,1,"Not Significant"
"AT3G08690",0.820505071355106,5.54012923130619,1.74012705470963,0.187124478361094,1,"Not Significant"
"AT5G57280",1.11920323196343,4.47900248512405,1.73999294954195,0.187141469532677,1,"Not Significant"
"AT1G75370",-0.869321024599337,5.14501074069202,1.73948913819237,0.187205318640077,1,"Not Significant"
"AT3G01560",1.3611201162674,3.93597288560082,1.73945286118287,0.187209917082003,1,"Not Significant"
"AT2G24230",-1.27589314913656,3.6216389190908,1.73926217186794,0.187234090852574,1,"Not Significant"
"AT1G08560",0.919840876977896,5.18736606450406,1.73800188215333,0.187393949664256,1,"Not Significant"
"AT2G20960",0.857191609425711,5.37287782988874,1.73713848311206,0.187503557341406,1,"Not Significant"
"AT5G10730",0.99363320160124,4.8680014500529,1.73638890774131,0.187598775692157,1,"Not Significant"
"AT1G53190",-1.33674594769713,3.40375849577646,1.7356489257679,0.187692830576131,1,"Not Significant"
"AT2G37540",-0.924254210686168,4.90597199380785,1.73490299410541,0.187787697219833,1,"Not Significant"
"AT4G25810",1.07414819601335,4.61332783110569,1.7338358635198,0.187923510547387,1,"Not Significant"
"AT2G18900",1.25445090052907,4.16140585127107,1.7337729456656,0.187931521647437,1,"Not Significant"
"AT4G19985",-1.02928390429457,4.50497097553378,1.73376126390557,0.187933009086918,1,"Not Significant"
"AT3G21530",-1.35594402959971,3.24837627145452,1.73312249539702,0.188014364393389,1,"Not Significant"
"AT1G72010",-0.751733686358274,5.79062529330487,1.73284797825459,0.188049340238918,1,"Not Significant"
"AT2G35320",1.26724305830233,4.15066199546765,1.73269407223069,0.188068952502828,1,"Not Significant"
"AT1G17620",0.971003714882424,4.94951889099306,1.73238865988009,0.188107878285955,1,"Not Significant"
"AT3G48720",1.34611020112057,3.96225828897293,1.73181731271735,0.188180723493518,1,"Not Significant"
"AT5G05250",0.697245230814209,6.35033249468601,1.73126235248287,0.188252380091824,1,"Not Significant"
"AT5G55970",-1.51650470488023,2.56894333044049,1.7309366467202,0.188293070325464,1,"Not Significant"
"AT5G45950",0.805116299602463,5.5633361519594,1.73061730623361,0.188333827974778,1,"Not Significant"
"AT4G16180",-0.866395176067491,5.13008426214918,1.73010834071939,0.188398808827088,1,"Not Significant"
"AT3G55480",-1.29793992328749,3.45921552074917,1.72940058515987,0.188489213067302,1,"Not Significant"
"AT1G27960",-1.51594478872262,2.87376785538964,1.72907753938358,0.188530493686329,1,"Not Significant"
"AT5G40470",2.00553058923469,2.89606260637187,1.72864181816165,0.188586189284896,1,"Not Significant"
"AT3G15080",1.51110539821838,3.63365272971924,1.72849335019431,0.188605171419164,1,"Not Significant"
"AT5G51720",-0.645584550310327,6.86822612056693,1.72850759926148,0.188609993098143,1,"Not Significant"
"AT5G07730",-1.47527634029985,2.82352481350245,1.72839900604591,0.188617234795083,1,"Not Significant"
"AT5G56140",0.924227357097213,5.17726299427728,1.72810073947378,0.188655378754144,1,"Not Significant"
"AT4G29990",2.08415705754121,2.75578730903457,1.7280544710036,0.188661296623544,1,"Not Significant"
"AT2G20790",1.34588502336719,3.95028657334627,1.72663803970432,0.188842566863427,1,"Not Significant"
"AT1G21100",-0.841732903132334,5.22266472739322,1.72588041010253,0.188939609066819,1,"Not Significant"
"AT2G28870",-1.55821159769246,2.55382572647193,1.72528030183737,0.189016516115433,1,"Not Significant"
"AT4G24760",1.37436690875708,3.8924386788803,1.72524888159581,0.189020543789863,1,"Not Significant"
"AT5G16130",0.587404284240785,7.76866548875836,1.7244089735548,0.18912824635112,1,"Not Significant"
"AT3G14810",1.16631198092935,4.32867681503319,1.72438671157713,0.189131102007263,1,"Not Significant"
"AT2G46650",0.641166495475619,6.88644667791324,1.72390997427524,0.189192267560067,1,"Not Significant"
"AT5G38480",0.590158095406649,7.7033724032119,1.72368478976107,0.189221166818943,1,"Not Significant"
"AT1G75210",0.971250022383684,4.96188253688382,1.72232882863197,0.189395294065036,1,"Not Significant"
"AT2G36360",2.00113004842099,2.87487043088093,1.72204002648418,0.18943240502001,1,"Not Significant"
"AT3G53180",0.797216579424873,5.64509844991487,1.72167882022491,0.189478831797085,1,"Not Significant"
"AT5G12470",0.728119921415319,6.09077664354975,1.71949599793309,0.18975967790166,1,"Not Significant"
"AT2G33610",1.20317722972199,4.29035764145132,1.71883343768428,0.189845020113788,1,"Not Significant"
"AT5G40490",0.984444453615871,4.86511921925525,1.71718837342103,0.190057108922657,1,"Not Significant"
"AT5G64680",1.67005751688383,3.33134855123563,1.71692992163414,0.190090454741567,1,"Not Significant"
"AT5G58720",1.12148945387553,4.48130751473633,1.71663646086927,0.190128325736772,1,"Not Significant"
"AT5G61040",2.09926385594247,2.69193485768715,1.71624759411089,0.190178522386547,1,"Not Significant"
"AT5G23575",-0.765174316499518,5.74828046959862,1.71617133427614,0.190188368156727,1,"Not Significant"
"AT2G21185",-0.950740535808569,4.60504592918066,1.71549170826857,0.190276139698091,1,"Not Significant"
"AT1G59760",1.12330553659859,4.44891176928745,1.71536534279984,0.190292464602904,1,"Not Significant"
"AT5G11750",1.34891714367483,3.91595472528182,1.7153221086551,0.190298050311379,1,"Not Significant"
"AT2G25430",0.743917548061188,5.94067777442957,1.71493625156915,0.190347910236818,1,"Not Significant"
"AT3G22104",1.3634760765252,3.91094657801729,1.71426959762911,0.190434090241104,1,"Not Significant"
"AT5G19460",-1.09594875560692,4.14969198974597,1.71422010868205,0.19044048961338,1,"Not Significant"
"AT4G04020",0.619937990103726,7.09764229091912,1.71349052728452,0.190535840876054,1,"Not Significant"
"AT1G32960",1.98476879116502,2.89876101023999,1.71265337470632,0.190643212287523,1,"Not Significant"
"AT3G17970",1.26514352710263,4.14239448296158,1.71185468119629,0.190746653584107,1,"Not Significant"
"AT1G04400",-0.696659462662323,6.11005443008135,1.71172198886636,0.190763845322803,1,"Not Significant"
"AT1G09910",1.66054141703176,3.33860980826757,1.71171492202582,0.190764760959756,1,"Not Significant"
"AT5G40160",-0.794739372408286,5.59635596800298,1.71141536926859,0.190804104244151,1,"Not Significant"
"AT4G34670",0.552992008297789,8.70487549104964,1.71095884826023,0.190862753601365,1,"Not Significant"
"AT5G44510",-1.24957760585824,3.58440941830778,1.71089406317585,0.190871152948385,1,"Not Significant"
"AT3G24518",-1.61356731693454,1.9307527691234,1.71035747510812,0.190940737842326,1,"Not Significant"
"AT2G41410",0.592247658105171,7.5833548659865,1.70850220456354,0.191181557985457,1,"Not Significant"
"AT5G61130",-0.63837340122924,6.73775044119736,1.70843102836533,0.19119210345825,1,"Not Significant"
"AT1G23052",-1.42638062798534,2.84462368452835,1.70833587348225,0.19120316560144,1,"Not Significant"
"AT2G39760",1.19320338282252,4.28387662922683,1.70830724192702,0.191206885335909,1,"Not Significant"
"AT4G31200",1.25409460886191,4.11724460353997,1.70769720329085,0.191286159976959,1,"Not Significant"
"AT4G38570",-1.06243731726967,4.3634577648456,1.7074392670938,0.191319690370574,1,"Not Significant"
"AT4G33380",-0.809702088138669,5.31852822117941,1.70740302594064,0.191324402085559,1,"Not Significant"
"AT4G21390",2.00719574545656,2.85652750756744,1.70620334219118,0.191480449506291,1,"Not Significant"
"AT3G54600",0.727938321916793,6.06010198929237,1.70606251563973,0.191498777088476,1,"Not Significant"
"AT5G59310",1.81731042656045,10.0442832078709,2.15843307368956,0.191851990224091,1,"Not Significant"
"AT2G40300",-1.01484560587532,4.44217379216585,1.7031064925708,0.19188395553381,1,"Not Significant"
"AT5G17790",1.67657020153772,3.28625136796002,1.70304185304358,0.19189238835033,1,"Not Significant"
"AT1G52230",-0.526724864213463,9.88907334771096,1.70190490814666,0.192040783939173,1,"Not Significant"
"AT5G52030",2.04447251314005,2.80906016637057,1.70186224119517,0.192046355494992,1,"Not Significant"
"AT2G14720",0.834827218319767,5.4772844869331,1.70158193407952,0.192082963382423,1,"Not Significant"
"AT5G52980",-1.15307925462787,3.94977037636658,1.70148572975751,0.192095529468482,1,"Not Significant"
"AT2G26355",1.17933180466594,4.31637505061429,1.70127359816954,0.192123241217852,1,"Not Significant"
"AT1G70370",0.691080462347784,6.35562685488763,1.70103404026955,0.192154541407206,1,"Not Significant"
"AT2G47890",1.36231333139223,3.90176903340084,1.69967282167353,0.192332508767894,1,"Not Significant"
"AT4G26660",-1.40682228605272,3.0680069755288,1.69855757885112,0.192478460408133,1,"Not Significant"
"AT3G19620",2.01993635361661,2.82606549841359,1.69781306131253,0.192575967287533,1,"Not Significant"
"AT5G10610",1.99164817687151,2.86183817219406,1.69762458858251,0.192600660056622,1,"Not Significant"
"AT2G21600",-0.78222627561329,5.55172891446301,1.69713131535906,0.192665303791608,1,"Not Significant"
"AT3G20050",-0.639299735406742,6.70121134971756,1.69674444760497,0.192716020761271,1,"Not Significant"
"AT5G61530",0.944565126633854,4.98957244997632,1.69537559953907,0.192897571037489,1,"Not Significant"
"AT1G59520",1.44810373860203,3.68717097288452,1.69484154970938,0.192965710940643,1,"Not Significant"
"AT5G42700",-1.7509582010675,1.94443542082518,1.69465762795934,0.192989864394208,1,"Not Significant"
"AT2G46490",-0.751056787009159,5.74519642140646,1.69443353718876,0.193019297802606,1,"Not Significant"
"AT2G02560",1.33471284388906,3.93384071212522,1.69351521162199,0.193139970916342,1,"Not Significant"
"AT5G05000",0.997563837732135,4.80635017504903,1.69333106899912,0.193164178895016,1,"Not Significant"
"AT4G22360",-1.04410210171803,4.313897744236,1.69281317013313,0.193232282547707,1,"Not Significant"
"AT4G36390",-0.705535256528501,6.16433193760432,1.69249416596583,0.193274245529493,1,"Not Significant"
"AT3G43740",1.17053006486887,4.32337666816212,1.69212509807892,0.193322807364515,1,"Not Significant"
"AT4G17250",1.67397070990086,3.32619261821779,1.69190437396186,0.193351856987214,1,"Not Significant"
"AT2G25670",0.706512000137443,6.22852810243149,1.69062839448779,0.193519889368901,1,"Not Significant"
"AT2G17870",0.922979384865603,5.05182941120244,1.69055197224677,0.193529958748459,1,"Not Significant"
"AT3G19660",-0.728893491696548,5.86386028113453,1.69021136588079,0.193574844424166,1,"Not Significant"
"AT5G19600",-1.62870187892887,2.30086874346267,1.68943003425887,0.193677855589912,1,"Not Significant"
"AT5G37310",1.17795269618447,4.30876890252709,1.68939835453097,0.193682033613131,1,"Not Significant"
"AT5G13660",-1.60141661234426,1.92883095079899,1.6886456884636,0.193781328600329,1,"Not Significant"
"AT5G55150",-1.60141661234426,1.92883095079899,1.6886456884636,0.193781328600329,1,"Not Significant"
"AT5G53850",1.02514323163322,4.72262984112799,1.68792797264296,0.193876068231463,1,"Not Significant"
"AT3G02180",0.745787784771471,5.93185744627632,1.68771591107397,0.193904071058921,1,"Not Significant"
"AT3G21260",-1.23954559522709,3.64005340594365,1.68762839839234,0.193915628527014,1,"Not Significant"
"AT4G02620",-0.580467077156511,7.66977406068413,1.68691291788047,0.194010149541977,1,"Not Significant"
"AT1G19350",0.864664665766861,5.33633801224932,1.68638289464441,0.194080204820328,1,"Not Significant"
"AT3G06510",0.72451098064631,6.09379964124733,1.68513406237702,0.19424538493352,1,"Not Significant"
"AT5G15570",1.68017901577645,3.30947891591093,1.6849626705427,0.194268067356313,1,"Not Significant"
"AT2G33040",-0.562838224079638,8.11669296230268,1.68483839861848,0.194284515749914,1,"Not Significant"
"AT3G53810",1.63014177666319,3.38024619804141,1.68469240726929,0.194303840965558,1,"Not Significant"
"AT2G36950",0.719691765182323,6.00856230506012,1.6836895023841,0.19443758172949,1,"Not Significant"
"AT5G49560",-1.22304909878047,3.65962052835042,1.68357227625856,0.194452190142863,1,"Not Significant"
"AT3G61570",-1.33447289565344,3.45944627668399,1.68292693154468,0.194537719182783,1,"Not Significant"
"AT1G80820",1.22323411094409,4.16043840466076,1.68279838998847,0.194554760349849,1,"Not Significant"
"AT3G52940",-1.04548555920875,4.31569499825892,1.68209202398998,0.19464843672882,1,"Not Significant"
"AT5G63850",1.24338651484864,4.11337911316759,1.6820203491112,0.194657945008734,1,"Not Significant"
"AT2G40460",1.10569598169352,4.43258347848336,1.68107119235963,0.194783909948574,1,"Not Significant"
"AT3G03550",1.66327466096003,3.30846714414145,1.6798680423872,0.194943720044672,1,"Not Significant"
"AT3G03980",1.66380255555283,3.28090644623748,1.67798466314055,0.195194190717555,1,"Not Significant"
